accession,taxid
NC_013085.1,555387
NC_013059.1,590739
NC_013055.1,335797
NC_013021.1,658401
NC_012884.1,372457
NC_012788.1,649688
NC_012784.1,648017
NC_012756.1,644007
NC_012753.1,646413
NC_012749.1,576791
NC_012742.1,538979
NC_012741.1,576790
NC_012740.1,576789
NC_012697.1,490912
NC_012696.1,490913
NC_012663.1,641487
NC_012662.1,641832
NC_004462.2,1714273
NC_012558.1,634168
NC_012419.1,627087
NC_012418.1,627480
NC_012027.1,591487
NC_011976.1,348058
NC_011811.1,557393
NC_011802.1,329864
NC_011801.1,578234
NC_011810.1,538398
NC_011756.1,582382
NC_011703.1,581037
NC_011646.1,491893
NC_011645.1,565140
NC_011589.1,573591
NC_011551.1,340054
NC_011373.1,504346
NC_011344.1,430796
NC_011318.1,541865
NC_011308.1,560178
NC_011292.1,563121
NC_011285.1,561999
NC_011290.1,561998
NC_011271.1,546803
NC_011267.1,555603
NC_011270.1,546808
NC_011272.1,546806
NC_011273.1,546805
NC_011216.1,557289
NC_011217.1,459291
NC_011201.1,551790
NC_011166.1,549446
NC_011165.1,549445
NC_011142.1,551895
NC_011132.1,543939
NC_011104.1,496874
NC_011107.1,496396
NC_011105.1,476523
NC_011057.1,546184
NC_011039.1,543153
NC_011044.1,543152
NC_011038.1,532078
NC_011043.1,532077
NC_011045.1,532076
NC_011042.1,532075
NC_011040.1,532074
NC_011022.1,540064
NC_010945.1,537874
NC_010821.1,198110
NC_010807.1,529929
NC_010576.1,475178
NC_010537.1,512792
NC_010237.1,489779
NC_010495.1,424716
NC_010179.2,139871
NC_010363.1,503388
NC_010355.1,467481
NC_010326.1,484896
NC_010325.1,484895
NC_004037.2,114430
NC_010154.1,346884
NC_010153.1,346883
NC_010152.1,346882
NC_008296.2,382359
NC_010116.1,462590
NC_010105.1,293178
NC_010106.1,451705
NC_009990.1,469660
NC_009986.1,459290
NC_009965.1,309181
NC_009936.1,386793
NC_009935.1,386792
NC_003214.2,176106
NC_009904.1,442493
NC_009899.1,380598
NC_009884.1,300186
NC_009877.1,260120
NC_009875.1,470865
NC_009815.1,330399
NC_009814.1,330398
NC_009813.1,330397
NC_009812.1,330396
NC_009821.1,448384
NC_009820.1,439809
NC_009819.1,403905
NC_009816.1,384848
NC_009760.1,458639
NC_007804.2,343516
NC_009603.1,446529
NC_009597.1,425386
NC_009541.1,376758
NC_009514.1,414970
NC_009452.1,437444
NC_009447.1,437329
NC_009233.1,260797
NC_009018.1,423476
NC_009014.1,418443
NC_008376.2,365048
NC_008724.1,411359
NC_008695.1,416419
NC_008694.1,369257
NC_008689.1,360398
NC_008617.1,387909
NC_008603.1,399781
NC_008584.1,407392
NC_008562.1,2856824
NC_008518.1,328615
NC_008464.1,379329
NC_008371.1,213775
NC_008364.1,382685
NC_008361.1,113370
NC_008265.1,396359
NC_008198.1,373410
NC_008200.1,373411
NC_008199.1,373413
NC_008204.1,373414
NC_008207.1,373404
NC_008195.1,373406
NC_008197.1,373409
NC_008030.1,1285600
NC_007967.1,370623
NC_005091.2,242861
NC_007924.1,363555
NC_007918.1,128710
NC_007914.1,128708
NC_007902.1,373126
NC_007810.1,347329
NC_007808.1,347327
NC_007806.1,347325
NC_007805.1,347324
NC_007814.1,345922
NC_007710.1,331627
NC_007623.1,273133
NC_007501.1,146269
NC_007497.1,348137
NC_007451.1,318595
NC_007456.1,344021
NC_007458.1,347962
NC_006356.2,294631
NC_007409.1,315953
NC_007346.1,181082
NC_005886.2,279530
NC_007217.1,326574
NC_007149.1,329886
NC_007058.1,320843
NC_007051.1,320836
NC_007046.1,320832
NC_007024.1,322855
NC_007022.1,321023
NC_006966.1,305674
NC_006953.1,310539
NC_006949.1,101570
NC_006945.1,307240
NC_006820.1,238854
PX963127.1,3683883
PX963124.1,3683880
NZ_JARCHF000000000.1,90371
NZ_CP074095.1,90371
NZ_CP074094.1,90371
NZ_CP074099.1,90371
NZ_CP074098.1,90371
NZ_CP074097.1,90371
NZ_CP074096.1,90371
NZ_CP074093.1,90371
NZ_CP074092.1,90371
NZ_CP060507.1,90371
JARCHF000000000.1,90371
NC_006556.1,292639
NC_006549.1,262968
NC_006548.1,151599
NC_006268.1,285013
NC_005902.1,256729
NC_005885.1,279303
NC_005893.1,279281
NC_005884.1,270673
NC_005892.1,269145
NC_005891.1,260827
NC_005879.1,260372
NC_005872.1,270161
NC_005857.1,255431
NC_005841.1,221029
NC_005832.1,265294
NC_005830.1,235266
NC_005361.1,248496
NC_005360.1,256994
NC_005354.1,139872
NC_005355.1,139870
NC_005337.1,129727
NC_004664.2,3047527
NC_005258.1,236750
NC_005259.1,213236
NC_005069.1,172667
NC_005045.1,204270
NC_004996.1,157924
NC_004827.1,230158
NC_004813.1,196242
NC_004777.1,227720
NC_004746.1,201847
NC_004735.1,148943
NC_003291.2,171618
NC_004689.1,205880
NC_004687.1,205877
NC_004684.1,205874
NC_004679.1,204090
NC_004665.1,197783
NC_004456.1,207597
NC_003050.2,120574
NC_004313.1,175950
NC_004086.1,157899
NC_004087.1,157898
NC_004084.1,114777
NC_004066.1,114416
NC_004003.1,376852
NC_003524.1,190478
NC_003494.1,180170
NC_003356.1,103807
NC_003324.1,179237
NC_003038.1,176652
NC_003027.1,376849
NC_002730.1,155148
NC_002668.1,151537
NC_002667.1,151536
NC_002666.1,151535
NC_002642.1,99000
NC_002486.1,129009
NC_001271.1,110457
NC_000899.1,190064
NC_001901.1,1604876
NC_001720.1,190061
NC_001338.1,244589
NC_056724.1,31754
NC_054907.1,10666
NC_054906.1,10692
NC_044959.2,10497
NC_050152.1,10682
NC_049346.1,39838
NC_048631.1,10717
NC_047864.1,10759
NC_003345.2,33771
NC_044955.1,10497
NC_044947.1,10497
NC_044946.1,10497
NC_044945.1,10497
NC_044943.1,10497
NC_044942.1,10497
NC_044941.1,10497
NC_042114.1,10748
NC_038553.1,97195
NC_032111.1,67082
NC_031033.1,28874
NC_028700.1,35344
NC_001978.3,10719
NC_027983.1,66711
NC_027979.1,36339
NC_027213.1,10256
NC_021190.1,10713
NC_001659.2,10497
NC_025448.1,69609
NC_025419.1,31533
NC_024451.1,72201
NC_024447.1,10264
NC_023744.1,45764
NC_023426.1,62099
NC_022757.1,39103
NC_021857.1,66284
NC_021248.1,10288
NC_020197.1,73422
NC_019457.1,10689
NC_019456.1,37105
NC_019414.1,10732
NC_018856.1,57477
NC_017940.1,84739
NC_000852.5,10506
NC_015780.1,68347
NC_015274.1,59241
NC_012635.1,10693
NC_011534.1,47049
NC_011222.1,99179
NC_011183.1,39420
NC_011103.1,10704
NC_001421.2,10658
NC_009898.1,46021
NC_009810.1,40522
NC_009554.1,12348
NC_008291.1,28871
NC_008187.1,345201
NC_005083.2,75320
NC_007581.1,12336
NC_005345.2,10702
NC_005822.1,12390
NC_005336.1,10258
NC_005309.1,44088
NC_005294.1,12402
NC_005282.1,77775
NC_005179.1,38804
NC_005066.1,50948
NC_004928.1,12353
NC_003663.2,10243
NC_004305.1,52979
NC_004302.1,43685
NC_004112.1,51369
NC_004105.1,12643
NC_004002.1,10266
NC_003444.1,55884
NC_003391.1,28873
NC_003389.1,10276
NC_003387.1,88870
NC_001132.2,10273
NC_003298.1,10759
NC_003216.1,40521
NC_003085.1,49964
NC_002796.1,31754
NC_002747.1,35345
NC_002703.1,35241
NC_002687.1,37665
NC_002520.1,28321
NC_001824.1,36363
NC_002188.1,10261
NC_001266.1,10271
NC_000902.1,97081
NC_000896.1,12417
NC_000924.1,10730
NC_001993.1,83191
NC_001902.1,77048
NC_001825.1,10747
NC_001731.1,10279
NC_001611.1,10255
NC_001609.1,10680
NC_001604.1,10760
NC_001447.1,46014
NC_001423.1,10757
NC_001335.1,31757
NC_003158.2,2847285
NC_001364.1,2170203
NC_038500.1,2004966
NC_038375.1,1916701
NC_029992.1,1737586
NC_044948.1,10497
NC_035797.1,2029293
NC_010810.1,1425211
NC_039023.1,2170139
NC_063383.1,10244
NC_003197.2,99287
NC_034273.1,73423
NC_001426.1,12018
NC_055128.1,2560285
NC_055127.1,2560285
NC_063268.1,79889
NC_028460.3,1985413
NC_016895.2,2758098
NC_033793.1,2902769
NC_025733.1,1985386
NC_024769.1,2847848
ON131096.1,32630
NC_039200.1,1972684
NC_048214.1,694014
NC_046965.1,2569586
NC_046964.1,2492658
NC_032730.1,1508224
NC_030292.1,1264898
NC_018871.1,1241933
NC_016992.1,1159906
NC_016996.1,1159902
NC_016995.1,1159908
NC_016993.1,1159903
NC_014470.1,864596
NC_010438.1,694001
NC_009988.1,693998
NC_009657.1,693999
NC_028752.1,1699095
NC_005831.2,277944
NC_028123.1,2758136
NC_028120.1,2758138
NC_025737.1,1985383
NC_025736.1,1985380
NC_025735.1,1985382
NC_025734.1,1985381
NC_021168.1,1298385
NC_027921.1,1712387
NC_026760.1,2843704
NC_006553.1,2870363
NC_001524.1,2885846
NC_030116.1,1434088
NC_024909.1,1985417
NC_001942.1,75590
NC_039208.1,1965089
NC_016991.1,1159907
NC_002645.1,11137
NC_033829.1,1654582
NC_003801.1,46618
NC_055604.1,2731270
NC_055598.1,2697535
NC_055562.1,2528410
NC_055538.1,2509395
NC_055527.1,2662396
NC_055526.1,2601527
NC_055523.1,2571082
NC_055520.1,2562807
NC_055519.1,2557970
NC_055518.1,2555547
NC_055511.1,2496575
NC_055510.1,3052181
NC_055508.1,2495433
NC_055507.1,2494552
NC_055506.1,2491019
NC_055503.1,2320870
NC_055502.1,2315721
NC_055501.1,2306727
NC_055500.1,2304025
NC_055498.1,2303151
NC_055497.1,2294149
NC_055494.1,2282485
NC_055493.1,2212477
NC_055492.1,2182585
NC_055491.1,2175329
NC_055488.1,2171394
NC_055482.1,2093224
NC_055481.1,2052838
NC_055476.1,2030909
NC_055470.1,1972994
NC_055467.1,1906244
NC_055455.1,1242863
NC_055453.1,1070315
NC_055236.1,1512278
NC_055233.1,432370
NC_055177.1,2491018
NC_055168.1,2116604
NC_055167.1,2756244
NC_055166.1,1434720
NC_055164.1,2560771
NC_055163.1,2560770
NC_055162.1,2560769
NC_055161.1,2016447
NC_055142.1,2560569
NC_055141.1,123630
NC_055136.1,2560380
NC_055135.1,111469
NC_055132.1,2560350
NC_055131.1,2560381
NC_055124.1,435487
NC_055123.1,3052128
NC_055121.1,2305270
NC_040794.1,1883104
NC_023421.1,1420600
NC_016154.1,944969
NC_007016.1,272551
NC_055603.1,2704413
NC_055600.1,2730579
NC_055599.1,2664236
NC_055595.1,2662314
NC_055590.1,2676049
NC_055588.1,2713640
NC_055585.1,2608606
NC_055584.1,2706523
NC_055583.1,3052042
NC_055580.1,2686039
NC_055579.1,2588671
NC_055578.1,2721749
NC_055577.1,2607629
NC_055576.1,2721750
NC_055575.1,2721748
NC_055574.1,2586645
NC_055573.1,2596883
NC_055572.1,2596881
NC_055571.1,2509616
NC_055568.1,2591696
NC_055567.1,2676436
NC_055566.1,2558066
NC_055565.1,2558065
NC_055564.1,2518104
NC_055546.1,2510428
NC_055513.1,2518373
NC_055129.1,2560636
NC_055601.1,588752
NC_055569.1,2499242
NC_055559.1,2170403
NC_055558.1,2182467
NC_055557.1,2170409
NC_055556.1,2170408
NC_055545.1,1960887
NC_055541.1,938277
NC_055529.1,758677
NC_055505.1,2487100
NC_055504.1,2364291
NC_055495.1,2283388
NC_055479.1,2051550
NC_055477.1,2040592
NC_055474.1,2026129
NC_055473.1,2021721
NC_055466.1,1905830
NC_055454.1,1168550
NC_034974.1,1239566
NC_028793.2,1756832
NC_002200.1,2560602
NC_044936.1,47680
NC_040811.1,2250215
NC_040356.1,1519393
NC_040355.1,1519392
NC_040354.1,1519387
NC_040353.1,1519386
NC_040352.1,1034806
NC_040316.1,2109373
NC_040315.1,2109374
NC_040314.1,2137352
NC_040313.1,2056385
NC_040312.1,1519385
NC_040311.1,1297894
NC_040310.1,1678176
NC_040309.1,1904876
NC_040308.1,1519389
NC_040307.1,1133557
NC_040306.1,1820160
NC_040305.1,1519388
NC_039032.1,2169709
NC_037060.1,2077300
NC_035619.1,78522
NC_035475.1,2021738
NC_035223.1,2010269
NC_035222.1,2010269
NC_035217.1,2010269
NC_035216.1,2010269
NC_035133.1,2010272
NC_035131.1,2010266
NC_035130.1,2010265
NC_035129.1,2010275
NC_035128.1,2010268
NC_035126.1,2010280
NC_035125.1,2010278
NC_035124.1,2010273
NC_035123.1,2010274
NC_035122.1,2010283
NC_035121.1,2010279
NC_035120.1,2010281
NC_035119.1,2010284
NC_034834.1,2170000
NC_034441.1,1981916
NC_034382.1,507488
NC_034244.1,1920989
NC_034241.1,1920988
NC_034209.1,1808960
NC_033276.1,1504733
NC_033272.1,1930302
NC_032479.1,1930508
NC_032458.1,1930507
NC_032412.1,1930510
NC_032105.1,2848082
NC_031948.1,2015376
NC_031748.1,1911102
NC_031693.1,1916647
NC_031689.1,1911438
NC_031686.1,1911439
NC_031503.1,1907767
NC_030874.1,1788435
MQ250826.1,694009
NC_030792.1,46916
NC_030453.1,1868621
NC_030461.1,1676185
NC_029902.1,1788433
NC_029899.1,1788432
NC_029898.1,1788436
NC_029310.1,1804157
NC_029308.1,1804155
NC_029056.1,1766767
NC_028489.1,1758882
NC_028487.1,1758881
NC_028258.1,1519391
NC_028238.1,336486
NC_028113.1,413258
NC_028107.1,38416
NC_028105.1,1715778
NC_028103.1,38432
NC_027708.1,1641642
NC_027705.1,67603
NC_027529.1,1678208
NC_026137.1,1580607
NC_025962.1,1580497
NC_025678.1,1560346
NC_024907.1,1542745
NC_024684.1,874272
NC_024474.1,764030
NC_024150.1,943083
NC_024071.1,1489714
NC_022563.1,240426
NC_022266.1,909210
NC_020487.1,994672
NC_020485.1,585059
NC_017825.1,1123958
NC_016437.1,1520004
NC_015932.1,696069
NC_015455.1,1520002
NC_015225.1,995022
NC_015230.1,1932931
NC_015123.1,712037
NC_014899.1,931972
NC_013804.1,129726
NC_012959.1,651580
NC_012584.1,573199
NC_011202.1,108098
NC_011203.1,108098
NC_010956.1,130310
NC_009989.1,189830
NC_006879.1,536079
NC_003266.2,130308
NC_006144.1,38420
NC_002685.2,130499
NC_003220.1,159252
NC_003219.1,159252
NC_002702.1,45370
NC_002513.1,114429
NC_002501.1,114102
NC_001958.1,41678
NC_001876.1,10510
NC_001813.1,130328
NC_001734.1,10537
NC_001460.1,129875
NC_001454.1,130309
NC_000942.1,129956
NC_035132.1,2010277
NC_030204.1,1844927
NC_028484.1,1758878
NC_020074.1,111167
NC_038272.1,11247
NC_025344.1,2482952
NC_006579.1,270473
NC_001989.1,3136119
NC_001781.1,11250
NC_048212.1,1508220
NC_038294.1,1263720
NC_009021.1,694006
NC_035207.1,2773314
NC_034440.1,1508220
NC_009020.1,694008
NC_009019.1,694007
NC_006577.2,290028
NC_004718.3,694009
NC_003973.1,2773288
NC_002232.1,2772507
NC_026011.1,1590370
NC_017083.1,1160968
NC_001846.1,11138
NC_046954.1,2050018
NC_032126.1,2779843
NC_002786.2,59749
NC_024770.1,2764087
NC_018400.1,2764087
NC_012936.1,502102
NC_028380.1,2773315
AC_000192.1,11144
NC_003045.1,694003
NC_048217.1,11138
NC_006213.1,694003
NC_025379.2,1239567
NC_028122.1,2758131
NC_028121.1,2758132
NC_020236.1,881944
NC_010354.1,2758977
NC_030886.1,1892416
NC_025217.1,1541205
NC_019843.3,1335626
NC_039207.1,1385427
NC_026767.1,2758139
NC_045512.2,2697049
NC_031959.2,1917013
NC_010463.1,194701
NC_004740.1,225979
NC_004589.1,198543
NC_004588.1,198542
NC_004587.1,198541
NC_004585.1,198539
NC_004584.1,198538
NC_010393.1,129862
NC_035450.1,2018501
NC_035456.1,2018503
NC_035455.1,2018500
NC_035457.1,2018502
NC_048216.1,1920748
NC_048215.1,96029
NC_048213.1,694014
NC_048210.1,1806636
NC_047765.1,1852598
NC_028234.1,1552661
NC_046956.1,2301728
NC_025897.1,1286214
NC_045425.1,1640445
NC_028379.1,548914
NC_036579.1,508441
NC_040831.2,2517212
NC_040685.2,2200716
NC_040815.1,2202225
NC_019559.2,1261657
NC_025892.1,1236395
NC_019858.1,1891739
NC_019857.1,1891738
NC_019856.1,1891737
NC_019855.1,1891736
NC_019850.1,1236407
NC_044856.1,11983
NC_044855.1,11983
NC_044854.1,122928
NC_044853.1,122928
NC_044954.1,10497
NC_044953.1,10497
NC_044952.1,10497
NC_044951.1,10497
NC_044950.1,10497
NC_044949.1,10497
NC_044944.1,10497
NC_040839.1,2282643
NC_040838.1,2282642
NC_040830.1,2303160
NC_040801.1,2054611
NC_040795.1,2006394
NC_040783.1,1592110
NC_040782.1,1592116
NC_040781.1,1592118
NC_040780.1,1592113
NC_040779.1,1592127
NC_040723.1,2079148
NC_040721.1,2282644
NC_040708.1,2219873
NC_040667.1,1592124
NC_040666.1,1592117
NC_040665.1,1592111
NC_040651.1,2282645
NC_040618.1,2054613
NC_040597.1,1592123
NC_040596.1,1592120
NC_040595.1,1592109
NC_040594.1,1224515
NC_040581.1,2282646
NC_040547.1,2054611
NC_040527.1,1592119
NC_040526.1,1592118
NC_040525.1,1592115
NC_040524.1,1592114
NC_040523.1,1592129
NC_040522.1,1592128
NC_040378.1,2108552
NC_040377.1,2108549
NC_040376.1,2108551
NC_040331.1,2041419
NC_040845.1,2364132
NC_040843.1,2316143
NC_040842.1,2283800
NC_040841.1,2267679
NC_040840.1,2292426
NC_040837.1,2338396
NC_040836.1,2306623
NC_040835.1,2185281
NC_040834.1,2338394
NC_040833.1,2304514
NC_040832.1,2304480
NC_040827.1,2294151
NC_040825.1,2340808
NC_040822.1,2170405
NC_040821.1,2170404
NC_040820.1,2099352
NC_040819.1,2163916
NC_040818.1,2077307
NC_040817.1,2122733
NC_040816.1,2082666
NC_040813.1,2094259
NC_040810.1,2077298
NC_040809.1,2056878
NC_040808.1,2056881
NC_040807.1,2056880
NC_040806.1,2049444
NC_040805.1,2049444
NC_040804.1,2049444
NC_040803.1,2049444
NC_040802.1,2136283
NC_040800.1,2560282
NC_040799.1,2184469
NC_040798.1,2108204
NC_040797.1,1569057
NC_040793.1,1728964
NC_040792.1,2012856
NC_040791.1,1985188
NC_040790.1,1965225
NC_040789.1,2053981
NC_040787.1,1959848
NC_040786.1,1931356
NC_040785.1,1905556
NC_040784.1,1809243
NC_040775.1,1678172
NC_040774.1,1678166
NC_040773.1,1678161
NC_040729.1,2419666
NC_040728.1,2364644
NC_040727.1,2364646
NC_040724.1,2358449
NC_040722.1,2292426
NC_040720.1,2249930
NC_040719.1,2107574
NC_040717.1,2304512
NC_040716.1,2304480
NC_040715.1,2163422
NC_040714.1,2126099
NC_040712.1,2303485
NC_040711.1,2283236
NC_040710.1,2152923
NC_040709.1,2294150
NC_040706.1,2162638
NC_040705.1,2170411
NC_040704.1,2082586
NC_040703.1,2116736
NC_040702.1,2082665
NC_040699.1,2057187
NC_040698.1,2175118
NC_040695.1,2053082
NC_040694.1,2053080
NC_040693.1,2056886
NC_040692.1,2056879
NC_040691.1,2049444
NC_040690.1,2419805
NC_040689.1,2419804
NC_040688.1,2049444
NC_040687.1,2054614
NC_040686.1,2054610
NC_040684.1,2079465
NC_040681.1,2282206
NC_040680.1,2170544
NC_040679.1,2294094
NC_040678.1,2137354
NC_040677.1,2029306
NC_040676.1,2029305
NC_040675.1,2099521
NC_040674.1,2161807
NC_040673.1,2058161
NC_040672.1,2079601
NC_040671.1,272636
NC_040670.1,1870981
NC_040669.1,1803263
NC_040668.1,1673633
NC_040664.1,1620507
NC_040661.1,1678180
NC_040660.1,1678171
NC_040659.1,1678170
NC_040658.1,1678165
NC_040657.1,1678164
NC_040656.1,758866
NC_040655.1,2364645
NC_040653.1,2268743
NC_040650.1,1403565
NC_040649.1,2219092
NC_040647.1,2304505
NC_040646.1,2304477
NC_040645.1,2304510
NC_040644.1,2292642
NC_040643.1,2303411
NC_040642.1,2218594
NC_040640.1,2093789
NC_040639.1,2109365
NC_040638.1,2218588
NC_040636.1,2479372
NC_040635.1,2057979
NC_040634.1,2170410
NC_040633.1,2082585
NC_040632.1,2082658
NC_040631.1,2316144
NC_040630.1,2185086
NC_040627.1,2200955
NC_040626.1,2094261
NC_040625.1,2175117
NC_040623.1,2053079
NC_040622.1,2056884
NC_040621.1,1046267
NC_040620.1,2049444
NC_040619.1,2049444
NC_040617.1,2054610
NC_040616.1,2022475
NC_040615.1,2035399
NC_040614.1,2108201
NC_040613.1,2108200
NC_040611.1,3121209
NC_040609.1,2162642
NC_040608.1,2137353
NC_040607.1,2029304
NC_040606.1,38012
NC_040605.1,2161803
NC_040604.1,2050020
NC_040603.1,2079601
NC_040602.1,1919071
NC_040601.1,2056384
NC_040600.1,1221637
NC_040599.1,1803034
NC_040598.1,1680894
NC_040589.1,1678179
NC_040588.1,1678175
NC_040586.1,2419797
NC_040583.1,2294156
NC_040582.1,2292426
NC_040580.1,2268125
NC_040579.1,2304620
NC_040578.1,2304619
NC_040576.1,2304514
NC_040575.1,2304516
NC_040574.1,2304480
NC_040573.1,2304056
NC_040572.1,2316740
NC_040570.1,2201042
NC_040569.1,2294152
NC_040568.1,2137858
NC_040566.1,2170402
NC_040565.1,2170538
NC_040564.1,2093496
NC_040562.1,1820046
NC_040561.1,2074132
NC_040560.1,2082668
NC_040559.1,2082667
NC_040558.1,2268393
NC_040556.1,2094260
NC_040555.1,2050971
NC_040554.1,2022475
NC_040553.1,2077298
NC_040552.1,2056882
NC_040551.1,2248770
NC_040550.1,2049444
NC_040549.1,2054409
NC_040548.1,2094713
NC_040546.1,2054610
NC_040545.1,2045345
NC_040543.1,2185087
NC_040542.1,2108205
NC_040541.1,2025388
NC_040540.1,2109380
NC_040539.1,2054179
NC_040538.1,2029303
NC_040537.1,2012857
NC_040536.1,2072209
NC_040535.1,1806636
NC_040534.1,2053026
NC_040533.1,2017714
NC_040532.1,1969830
NC_040531.1,2012640
NC_040530.1,1898175
NC_040529.1,1917080
NC_040528.1,1634476
NC_040468.1,1678168
NC_040467.1,1678163
NC_040434.1,1133728
NC_040431.1,1678173
NC_040430.1,1678167
NC_040429.1,1678162
NC_040386.1,1959845
NC_040383.1,1959842
NC_040382.1,1959843
NC_040381.1,2249941
NC_040380.1,1959844
NC_040379.1,1983771
NC_040375.1,2219139
NC_040374.1,2219136
NC_038882.1,3052230
NC_040372.1,2219125
NC_040371.1,2219123
NC_040370.1,2230900
NC_040363.1,1380894
NC_040362.1,1128073
NC_040361.1,2100419
NC_040359.1,2219142
NC_040351.1,2077296
NC_040350.1,2219133
NC_040349.1,2219138
NC_040348.1,2219118
NC_040347.1,2230896
NC_040342.1,2219134
NC_040341.1,2219217
NC_040340.1,2219120
NC_040339.1,2291614
NC_040330.1,2108550
NC_040329.1,2219141
NC_040328.1,2219135
NC_040327.1,2219143
NC_040317.1,2041417
NC_040876.1,122929
NC_039477.1,122929
NC_025349.3,862945
NC_039475.1,552592
NC_021153.1,1281454
NC_012532.1,64320
NC_009942.1,11082
NC_001563.2,11082
NC_044046.1,1529924
NC_044045.1,1529918
NC_039897.1,1529909
NC_038432.1,3052226
NC_038430.1,3052231
NC_038428.1,3052238
NC_038427.1,3052232
NC_031916.1,3052239
NC_031324.1,1903318
NC_001475.2,12637
NC_001474.2,12637
NC_004102.1,3052230
NC_002640.1,12637
NC_043487.1,11049
NC_043540.1,2116560
NC_043539.1,2116559
NC_043537.1,3240745
NC_043536.1,2058620
NC_043535.1,2056885
NC_043534.1,2056883
NC_043533.1,2022321
NC_043532.1,2058396
NC_043531.1,1038082
NC_043530.1,447897
NC_043529.1,2083176
NC_043528.1,2163996
NC_043523.1,1808970
NC_043520.1,134394
NC_043505.1,96029
NC_043445.1,2170197
NC_043433.1,2169736
NC_043432.1,1290581
NC_043427.1,1157339
NC_043418.1,223276
NC_043204.1,1149880
NC_043202.1,1149883
NC_043201.1,1149875
NC_043200.1,1150019
NC_043121.1,519350
NC_043120.1,436246
NC_043119.1,269095
NC_043054.1,202910
NC_043029.1,1346893
NC_043028.1,1852597
NC_007823.1,338106
NC_007827.1,338110
NC_007825.1,338108
NC_007824.1,338107
NC_007822.1,338105
NC_007820.1,338103
NC_007819.1,338102
NC_007818.1,338101
NC_001654.1,36370
NC_013699.1,459770
NC_039210.1,12118
NC_038559.1,1236410
NC_038504.1,879096
NC_038395.1,2050587
NC_038394.1,2050586
NC_038393.1,2050585
NC_038312.1,147712
NC_038309.1,442851
NC_038306.1,33757
NC_035213.1,2017082
NC_035212.1,2017081
NC_035211.1,2017083
NC_034615.1,2560851
NC_034614.1,1985202
NC_024018.2,188938
NC_022619.1,1408133
NC_014952.1,1513258
NC_014953.1,1175851
NC_014954.1,1513259
NC_014956.1,1175849
NC_013590.2,10334
NC_012735.1,164416
NC_012534.1,64290
NC_012533.1,64311
NC_012213.1,1175848
NC_011829.1,569195
NC_011399.1,520962
NC_010236.1,436243
NC_009530.1,436447
NC_009333.1,37296
NC_007461.1,313629
NC_001669.1,1891767
NC_040788.1,2045186
NC_040776.1,64315
NC_040682.1,1244563
NC_040610.1,1254420
NC_030791.1,3052230
NC_035889.1,64320
NC_034151.1,577122
NC_034007.1,64894
NC_027819.1,1708574
NC_027817.1,1708654
NC_017086.1,631267
NC_016997.1,985683
NC_009028.2,59563
NC_009029.2,44024
NC_012932.1,390845
NC_012671.1,643132
NC_008604.2,390844
NC_007580.2,11080
NC_005064.1,218849
NC_027999.1,1566298
NC_027709.1,1691889
NC_026624.1,64317
NC_026620.1,64299
NC_021069.1,673515
NC_008718.1,64283
NC_008719.1,44026
NC_005062.1,12542
NC_004119.1,64312
NC_003690.1,11085
NC_003687.1,11083
NC_003635.1,64300
NC_000943.1,11079
NC_001809.1,11086
NC_001672.1,11084
NC_001655.1,3052236
NC_002031.1,11089
NC_009824.1,356114
NC_009827.1,42182
NC_009823.1,40271
NC_009826.1,33746
NC_009825.1,33745
NC_027632.1,1628899
NC_001477.1,11053
NC_040385.1,1678177
NC_040384.1,1678178
NC_040360.1,1148496
NC_040358.1,1678160
NC_040357.1,2094187
NC_040796.1,2560314
NC_033780.2,3051996
NC_015782.2,1051792
NC_016038.2,1046403
NC_028237.2,998864
NC_007733.2,352882
NC_028459.1,1985415
NC_028963.1,1734441
NC_039476.1,490039
NC_014373.1,565995
NC_039345.1,2010960
NC_031755.1,2169856
NC_004162.2,37124
NC_032681.1,1930825
NC_023162.1,2870354
NC_039241.1,219174
NC_002654.2,148363
NC_039199.1,162145
NC_038369.1,10456
NC_034569.1,1969351
NC_034568.1,1983535
NC_034551.1,1775456
NC_034509.1,1979541
NC_034456.1,1980633
NC_034445.1,1961072
NC_034444.1,1960046
NC_034208.1,1963260
NC_034207.1,1963256
NC_034206.1,2870349
NC_034205.1,204933
NC_034204.1,1963247
NC_030452.1,35280
NC_030478.1,1788446
NC_030477.1,1788452
NC_030476.1,1676182
NC_030475.1,1788455
NC_030469.1,1788441
NC_030468.1,1788440
NC_030467.1,1788443
NC_030466.1,1676184
NC_030465.1,1788442
NC_030464.1,1788439
NC_030463.1,1788437
NC_030460.1,1788438
NC_030459.1,1788449
NC_030457.1,1788448
NC_030456.1,1788454
NC_030455.1,1788447
NC_030451.1,1585246
NC_030446.1,2169919
NC_030449.1,2805939
NC_030445.1,2746927
NC_039242.1,53182
NC_039238.1,2170199
NC_039236.1,439491
NC_039235.1,1477515
NC_039231.1,38525
NC_039230.1,2560313
NC_039223.1,2560319
NC_039216.1,354328
NC_039215.1,1348500
NC_039214.1,1234882
NC_039213.1,10464
NC_039212.1,1401263
NC_039209.1,47000
NC_039198.1,1554501
NC_039197.1,3052599
NC_039196.1,1170234
NC_039195.1,2560318
NC_039194.1,2560316
NC_039089.1,120686
NC_039088.1,104637
NC_039086.1,1961683
NC_039082.1,2169733
NC_039071.1,2170120
NC_039070.1,1820158
