accession,taxid
AB583516.1,46924
AH015831.2,46924
PP862486.1,46923
PP856356.1,46923
AB583515.1,46923
AB583513.1,88059
AB679753.1,88059
AB679752.1,88059
PP862510.1,28278
PP862466.1,28278
AB583514.1,28278
PX485696.1,10528
PX485695.1,10528
OR609364.1,10528
AB583512.1,46922
MK674729.1,46922
MK674728.1,46922
PP862526.1,31544
PP862520.1,31544
PP862489.1,31544
AB583511.1,28276
MH289579.1,28276
DQ375464.1,28276
PV392563.1,1069441
OQ710463.1,1069441
OQ710462.1,1069441
PZ011332.1,32608
PZ011312.1,32608
PZ011304.1,32608
PP856305.1,46932
AB583524.1,46932
MK296463.1,46932
EF564601.1,459785
EF564600.1,459785
OP939983.1,46933
AB583525.1,46933
KX083841.1,46933
HQ883276.1,980087
PX910906.2,714978
PX910906.1,714978
PX491610.1,714978
OR753098.1,245072
DQ375487.1,245072
DQ115453.1,245072
AB583500.1,107462
DQ115452.1,107462
AY780254.1,107462
AB583538.1,218120
DQ375486.1,218120
DQ115450.1,218120
AB583537.1,39641
DQ375485.1,39641
DQ115449.1,39641
AB583536.1,46942
DQ375484.1,46942
DQ115448.1,46942
PV392576.1,10529
PV392575.1,10529
PV392574.1,10529
PP862482.1,46940
PP856316.1,46940
AB583534.1,46940
AB583535.1,46941
DQ115447.1,46941
AY780250.1,46941
AB583532.1,46938
DQ375481.1,46938
DQ115444.1,46938
AB583531.1,46937
ON661656.1,46937
DQ375480.1,46937
PZ285638.1,28284
PZ285637.1,28284
PX276341.1,28284
PP862487.1,46935
PP862475.1,46935
PP856377.1,46935
PP856340.1,46943
AB583529.1,46943
KX083880.1,46943
OQ446555.1,46936
OQ446554.1,46936
OQ446553.1,46936
PP862532.1,10548
OR777179.1,10548
AB583497.1,10548
AB583526.1,46934
DQ375476.1,46934
DQ115433.1,46934
AB583533.1,46939
DQ375482.1,46939
DQ115445.1,46939
MW679006.1,2853120
MT501652.1,2749454
MT501648.1,2749453
MT501645.1,2749452
MW679005.1,2853119
MW679003.1,2853118
AY052824.1,136966
AY052823.1,136966
AY052822.1,136966
JX179286.1,943084
FR751514.1,943084
FR751517.1,943084
KY462768.1,2057933
KY462767.1,2057933
KY462766.1,2057933
KY462769.1,2057932
KU318317.1,1803390
KM358468.1,1570321
MT361956.1,43358
MT361954.1,43358
MT361927.1,43358
MK059955.1,38950
AY304468.1,38950
AY094091.1,38950
MT267484.1,37130
EU327559.1,37130
MK059954.1,37130
KU318320.1,1803393
LC732124.1,35740
LC732123.1,35740
LC732122.1,35740
PX378133.1,12701
PV838093.1,12701
PQ510853.1,12701
GQ891990.1,767521
KC411816.1,336960
EU669002.1,336960
DQ324838.1,336960
PX378136.1,35741
PV838111.1,35741
PV838110.1,35741
QS043896.1,1714621
QP746354.1,1714621
PV357168.1,1714621
KC175382.1,1261235
KC175383.1,1261236
KC175384.1,1261237
KC175385.1,1261238
KC175386.1,1261239
KC175389.1,1261242
KC175388.1,1261241
KC175390.1,1261243
KC175391.1,1261244
KC175392.1,1261245
KC175381.1,1261234
KC175387.1,1261240
KC175380.1,1261233
KC175372.1,1261225
KC175378.1,1261231
KC175377.1,1261230
KC175376.1,1261229
KC175375.1,1261228
KC175374.1,1261227
KC175373.1,1261226
KC175393.1,1261246
KC175371.1,1261224
KC175370.1,1261223
KC175369.1,1261222
KC175368.1,1261221
KC175367.1,1261220
KC175366.1,1261219
KC175365.1,1261218
KC175379.1,1261232
KC175394.1,1261247
AY237422.3,234603
KC175396.1,1261249
KC175364.1,1261217
AB623037.2,1003429
AB775659.2,1280920
AB455793.2,556755
AB522390.3,674086
AB630068.3,1031410
LC860559.1,515180
LC816564.1,515180
LC816563.1,515180
LC851703.1,515179
LC851701.1,515179
LC851694.1,515179
AB522397.2,674093
DQ058829.1,2849733
KJ196290.1,2779846
KJ955492.1,1507812
KJ955493.1,1507813
AB365435.1,479952
GU991354.1,756496
GU991355.1,756497
KC175410.1,1261263
KC175409.1,1261262
KC175408.1,1261261
KC175407.1,1261260
KC175406.1,1261259
KC175405.1,1261258
KC175404.1,1261257
KC175403.1,1261256
KC175402.1,1261255
KC175400.1,1261253
KC175399.1,1261252
KC175398.1,1261251
KC175397.1,1261250
KC175395.1,1261248
KC175363.1,1261216
KC175401.1,1261254
KC175361.1,1261214
AY587985.1,272572
AY587984.1,272571
AY587986.1,272573
AY587983.1,272570
AY587988.1,272575
AY587989.1,272576
AY741811.1,296145
AY587987.1,272574
DQ456824.1,379081
AB187514.1,290280
AB220921.1,336619
LC922750.1,2594528
PQ740278.1,2594528
PQ626688.1,2594528
PZ327579.1,262897
PZ327578.1,262897
PZ327577.1,262897
AY485642.1,258453
AY581254.1,270370
AB042808.1,99565
AB022679.1,99565
DQ369797.1,370037
KC175342.1,1261195
KC175362.1,1261215
KC175344.1,1261197
KC175360.1,1261213
KC175359.1,1261212
KC175343.1,1261196
KC175357.1,1261210
KC175356.1,1261209
KC175355.1,1261208
KC175354.1,1261207
KC175353.1,1261206
KC175358.1,1261211
KC175351.1,1261204
KC175350.1,1261203
KC175349.1,1261202
KC175348.1,1261201
KC175347.1,1261200
KC175346.1,1261199
KC175345.1,1261198
KC175352.1,1261205
MN936126.1,2057509
MN535747.1,2057509
MN535746.1,2057509
MF118166.1,2017080
KM392289.1,1573584
KM392288.1,1573584
KM392287.1,1573584
KP151567.1,1572667
GQ404848.1,742919
GQ404858.1,742925
AY357076.1,253435
PU749268.1,228330
MT308984.1,228330
MK062184.1,228330
AY357075.1,253434
EU371563.1,511431
EU371560.1,511432
JN854286.1,228404
JQ316196.1,228404
GU553365.1,228404
AY864806.1,321149
AY278554.2,228415
DJ087072.1,228415
CS148334.1,228415
DQ640652.1,388737
AY394850.2,247149
FJ882963.1,627442
EU371561.1,511433
EU371559.1,353145
DQ231462.2,353145
LQ575390.1,1235996
LQ575388.1,1235996
LQ466302.1,1235996
MT501650.1,2749449
AY350750.1,253433
PX862015.1,11153
PX862012.1,11153
PX861985.1,11153
AY518894.1,270642
KC667074.1,1298362
KJ614529.1,1306931
KC776174.1,1306931
AF523844.1,166124
HC734583.1,166124
FJ938067.1,166124
MT501655.1,2749448
AY536757.3,228407
AY536760.3,228407
AY536759.3,228407
AY864805.1,321147
EU371564.1,511429
EU371562.1,511430
MT501654.1,2749450
MH536110.1,2575371
OR031235.1,2575370
OR031234.1,2575370
MH536109.1,2575370
MH536111.1,2575372
PC395791.1,11077
KX394411.1,11077
KX394410.1,11077
OZ484504.1,11070
OZ484503.1,11070
PX506266.1,11070
OR785376.1,172148
OR785375.1,172148
OP037813.1,172148
KP133078.1,1588761
MH427642.1,2583509
LK931485.1,1516081
KP133077.1,1588766
MW679004.1,2853105
KP133076.1,1588765
KP133075.1,1588764
KP133079.1,1588762
QP747820.1,1758225
QP745167.1,1758225
QP745146.1,1758225
PQ159185.1,2594177
PQ159184.1,2594177
PQ159183.1,2594177
LC831217.1,41856
LC831216.1,41856
LC831215.1,41856
KU861171.1,1544901
EF108306.2,1544901
LC535944.1,621278
LC535943.1,621278
LC535941.1,621278
PA705426.1,106821
LY924388.1,106821
MP443796.1,106821
AF202459.1,106820
AF198034.1,106820
AF191303.2,106820
LC491577.1,2847141
AB846650.1,2847141
AB625347.1,2847141
AF160501.1,2847140
AB625343.1,2847140
AB625342.1,2847140
OX344917.1,2847139
OX344915.1,2847139
OX344914.1,2847139
LC773632.1,2847138
LC515470.1,2847138
LC515467.1,2847138
LC852229.1,2847137
LC519824.1,2847137
LC519816.1,2847137
LC852228.1,2764122
LC852227.1,2764122
LC852226.1,2764122
LC851451.1,489460
LC851450.1,489460
LC851449.1,489460
LC851038.1,489455
LC851037.1,489455
LC851036.1,489455
OZ412836.1,509628
OZ412835.1,509628
OZ412834.1,509628
PZ213625.1,185580
PZ213624.1,185580
PZ213623.1,185580
LC061267.1,185579
FJ230850.1,185579
FJ230849.1,185579
PV648912.1,1136260
PV648911.1,1136260
PV648910.1,1136260
PV054444.1,248062
OR713875.1,248062
OR713870.1,248062
GU052354.2,102800
GU051245.2,102800
GU051243.2,102800
EU301282.1,215851
EU301245.1,215851
EU301181.1,215851
MF969260.1,157802
EU301281.1,157802
EU301244.1,157802
MF978405.1,119214
MF978404.1,119214
MF978403.1,119214
MF872850.1,114728
MF872849.1,114728
MF872838.1,114728
EU743400.2,102801
EU743398.2,102801
DQ021615.1,102801
KY320420.1,352770
KY320422.1,352770
KY320421.1,352770
AY241616.2,119215
EU084928.2,119215
AY241641.1,119215
GU053094.2,325678
GU053089.2,325678
DQ021547.1,325678
KY437787.1,329376
KY437786.1,329376
KY437785.1,329376
GU053120.3,119218
GU053145.2,119218
GU053114.2,119218
MK620833.1,31548
KY848449.1,31548
KY848448.1,31548
KF006400.1,1434988
KF006398.1,1434986
GU129016.1,942038
JX413105.1,1315260
KC862317.1,1420544
JX413104.1,1315259
JX444072.1,1315266
JX413106.1,1315261
JX413108.1,1315263
KT698168.1,2259343
KT698166.1,2259331
JF906559.1,1165934
JN211193.1,1195796
JN171845.1,1110710
GU117629.1,909328
HM999999.1,1070420
MW574252.1,1070419
MW574251.1,1070419
MW574250.1,1070419
JX413110.1,1315265
KJ130020.1,1478160
KM085343.1,1542134
KC108722.1,1449827
FM955837.2,587347
FM955838.1,587348
KR816167.1,1851122
JX413109.1,1315264
KT698167.1,2259334
U85660.1,79691
GN352787.1,79691
GN352786.1,79691
KR816172.1,1851127
PV012298.1,338323
LR861918.1,338323
PV012255.1,565537
OP971066.1,565537
OP971018.1,565537
EU541441.1,915426
FJ804072.1,915428
MK620831.1,1682341
KP692116.1,1682341
MK620844.1,1545700
KT372348.1,1545700
KJ913662.1,1545700
HM999994.1,1070415
KR816180.1,1851218
KR816179.1,1851217
KR816178.1,1851216
KR816176.1,1851214
KR816173.1,1851128
KR816169.1,1851124
MW574235.1,1472342
MW574234.1,1472342
MW574233.1,1472342
HM999993.1,1070414
HM999992.1,1070413
HM999991.1,1070412
FM955840.1,518628
EU410347.1,518628
FM955839.1,587349
GN353379.1,10599
GN353378.1,10599
GN353377.1,10599
QP076723.1,39457
PV358395.1,39457
PQ868552.1,39457
PP972052.1,37116
PV012296.1,37116
OP712068.1,37116
MZ380333.1,37114
LR861883.1,37114
GQ161697.1,37114
MN605988.1,333751
MT013206.1,333751
MK620840.1,333751
KR816168.1,1851123
LF389083.1,338324
DI392816.1,338324
JB181563.1,338324
PV384155.1,260717
GU117628.1,260717
GN353649.1,260717
PV012265.1,202252
PV012272.1,202252
PV012273.1,202252
PP972053.1,202250
PV057388.1,202250
PP747180.1,202250
PP972060.1,120381
PV012281.1,120381
PV012252.1,120381
PP972061.1,171370
OP712081.1,171370
OP712110.1,171370
AF131950.1,2848423
GN352777.1,2848423
GN352776.1,2848423
PP972059.1,150546
PV012274.1,150546
PV012305.1,150546
PV455532.1,333772
PQ868556.1,333772
PQ868555.1,333772
FM955841.1,587350
OQ434063.1,427343
EF422221.1,427343
EU410348.1,518629
KY848451.1,518630
EU410349.1,518630
KY242583.1,1961924
KY969593.1,31547
HZ375310.1,31547
HW158415.1,31547
KR816183.1,1851221
OR861545.1,1851220
OR861544.1,1851220
KR816182.1,1851220
KR816170.1,1851125
HF930491.1,1347832
KY348861.1,10607
KP710191.1,10607
KP710190.1,10607
MZ147850.1,1209820
MZ147849.1,1209820
MZ147848.1,1209820
PV012253.1,129724
OP712080.1,129724
OP712069.1,129724
OQ434065.1,990302
OQ434064.1,990302
JF304768.1,990302
FN677755.1,743811
HM999997.1,1070418
HM999995.1,1070416
OL474085.1,765056
OL474084.1,765056
OL474083.1,765056
GQ845444.1,765054
KY848450.1,765052
KF201691.1,765052
JQ963500.1,765052
GQ246951.1,927771
FM955842.1,587351
FN677756.1,743812
U31780.1,37954
U21866.1,37954
L38912.1,37954
OR659115.1,333771
OR659114.1,333771
OR659113.1,333771
PQ720435.1,333770
PQ868553.1,333770
OP712053.1,333770
PV455529.1,37959
MK620839.1,37959
MK620822.1,333923
KY848453.1,333923
HW350053.1,10579
AF159053.1,10579
GN353519.1,10579
MA632776.1,211787
AF531420.1,211787
GN353639.1,247268
GN353638.1,247268
GN353637.1,247268
GN353659.1,247269
GN353658.1,247269
HM999988.1,1070409
MW574245.1,1070408
MW574244.1,1070408
MW574243.1,1070408
GU117634.1,909333
GU117633.1,909332
GU117632.1,909331
GU117630.1,909329
HM011570.1,746832
GQ845445.1,765055
PP718721.1,915429
PP718715.1,915429
PP718714.1,915429
GQ845441.1,765051
HM999990.1,1070411
KY848452.1,37958
KY848447.1,37958
U31786.1,37958
JF304769.1,37957
U31785.1,37957
U21873.1,37957
U31782.1,37956
L38924.1,37956
GN352967.1,37956
EF626591.1,338327
KU298947.1,338327
DQ080083.1,338327
PQ720437.1,37121
PV012247.1,37121
PC488439.1,37121
QP076722.1,45240
PV455513.1,45240
PV012291.1,45240
OP886908.1,37955
OP886907.1,37955
OP886906.1,37955
PP972051.1,334210
PV012279.1,334210
PV012275.1,334210
PX872133.1,37115
PX466687.1,37115
PX466686.1,37115
PZ171584.1,10598
PZ171583.1,10598
PZ171582.1,10598
MK463925.1,333753
MK463924.1,333753
AF026967.1,333753
OP712101.1,10592
OP712060.1,10592
OP712046.1,10592
OP712091.1,44028
OP712108.1,44028
OP712054.1,44028
OP971079.1,10615
OP971061.1,10615
OP970999.1,10615
U31784.1,37112
U12503.1,37112
GN353017.1,37112
U31783.1,37111
U12502.1,37111
GN353007.1,37111
MF134646.1,333752
AF026968.1,333752
GN352997.1,333752
PZ158331.1,333761
PZ158330.1,333761
PZ158329.1,333761
MT068446.1,10573
MA632778.1,10573
KY690164.1,10573
FN547152.2,673323
GQ246950.1,720708
DQ080082.1,338326
PZ285926.1,10588
PZ285925.1,10588
PZ285924.1,10588
PV012246.1,37120
OP712022.1,37120
OP712004.1,37120
MW679002.1,2853106
MH460956.1,2320739
PX738904.1,1395179
PX738737.1,1395179
PX738569.1,1395179
MN911767.1,1395182
MK279727.1,1395182
KT346352.1,1395182
PP818853.1,1395181
pdb|7OZR|N,1395181
MT859597.1,1395181
QP747489.1,11226
QP747021.1,11226
QP746596.1,11226
PU749279.1,132484
PU749277.1,132484
AF266287.1,132484
ON035993.1,763792
ON035992.1,763792
ON035991.1,763792
MK135497.1,1056492
MK135496.1,1056492
MK135495.1,1056492
OM584358.1,1056491
OM584357.1,1056491
OM584356.1,1056491
PZ451517.1,170528
PZ463331.1,170528
PZ463330.1,170528
OP236020.1,170525
OP236019.1,170525
OP236017.1,170525
MN017369.1,1511733
KC968467.1,1511733
KC968354.1,1511733
PZ322908.1,658048
PZ322907.1,658048
PZ322906.1,658048
MN910048.1,1578041
MN630058.1,1578041
KP213095.1,1578041
PV020491.1,1395183
PV331311.1,1395183
PV331310.1,1395183
PX738998.1,1395180
PX738980.1,1395180
PX738952.1,1395180
PV020490.1,1384672
PV020489.1,1384672
PV020488.1,1384672
LC769220.1,689403
LC720420.1,689403
LC651171.1,689403
PX461054.1,573977
PV975253.1,573977
PV975252.1,573977
FJ973558.1,1511880
FJ375127.1,1108925
FJ375128.1,1108926
DQ778300.1,394504
EF441262.1,430048
EF584447.1,444473
QQ975806.1,68558
QQ688265.1,68558
QQ688264.1,68558
FJ973560.1,1511881
KY769963.1,507486
KY769962.1,507486
KY769961.1,507486
MK896518.1,348008
MK896517.1,348008
MK896516.1,348008
MT929322.1,273357
MT929321.1,273357
MT929320.1,273357
MK896477.1,348011
MK896476.1,348011
MK896475.1,348011
PV804639.1,273348
PV804638.1,273348
PV804326.1,273348
HM119430.1,1000649
HM119428.1,1000649
HM119429.1,1000649
pdb|8ASG|T,1933190
pdb|8ASG|P,1933190
pdb|8ASG|D,1933190
HM119424.1,1000647
HM119422.1,1000647
HM119423.1,1000647
KU239114.1,1848960
KU239113.1,1848960
KU239112.1,1848960
HM566184.1,1048856
HM566183.1,1048856
HM566182.1,1048856
JF906058.1,1001303
JF906055.1,1001303
JF906054.1,1001303
AY843312.1,318569
JX476202.1,318569
JN204091.1,318569
PX424294.1,282345
PQ998973.1,282345
PQ998972.1,282345
JX513600.1,318568
JX476201.1,318568
JX476200.1,318568
QP747339.1,318567
MH005795.1,318567
MF153529.1,318567
PQ889365.1,318566
PP596783.1,318566
OQ990312.1,318566
AY843311.1,318565
KF541625.1,318565
JX538215.1,318565
PQ889364.1,318564
GU355699.1,318564
KJ755190.1,318564
PQ572231.1,318563
PQ572230.1,318563
PP541435.1,318563
AB426612.1,2760813
AB426610.1,2760813
MH144598.1,2760813
JX513592.1,222887
KY433725.1,222887
AY208119.2,222887
PQ889363.1,222889
OQ348767.1,222889
MW117027.1,222889
PX620962.1,147683
PX731715.1,147683
PX731713.1,147683
PX424293.1,171720
MT661878.1,171720
MT661863.1,171720
PQ889369.1,1442164
MN893446.1,1442164
KY082899.1,1442164
AB426609.1,2487725
KJ632644.1,2487725
MH084338.1,2487725
PQ889368.1,1248136
PQ889367.1,1248136
PQ889366.1,1248136
KJ632643.1,408681
KJ632642.1,408681
KJ632641.1,408681
OK585082.1,325447
OK585081.1,325447
MH084310.1,325447
PP541446.1,297248
PP541440.1,297248
MK086353.1,297248
PP541442.1,306586
LC791318.1,306586
OQ828631.1,306586
PQ889349.1,306588
PQ889348.1,306588
PQ889347.1,306588
QS030989.1,39054
QP598555.1,39054
QP745646.1,39054
OQ348773.1,1435148
OK570261.1,1435148
MT123346.1,1435148
PQ572232.1,318570
KF412904.1,318570
KC292019.1,318570
QP745378.1,200154
QP744893.1,200154
AB426614.1,200154
QP747322.1,318571
PV747889.1,318571
PV747888.1,318571
QP747863.1,12083
QP747862.1,12083
QP745788.1,12083
AB426611.1,325446
MT876344.1,325446
MK310964.1,325446
QP744641.1,39767
OL133758.1,39767
OL133740.1,39767
PX731673.1,1033850
LC801243.1,1033850
LC801242.1,1033850
OL961539.1,1219381
OM001454.1,1219381
OM001450.1,1219381
ON311207.1,185946
ON311206.1,185946
MW678004.1,185946
QP744624.1,185892
PX620923.1,185892
PX731669.1,185892
QP747726.1,64141
QP747680.1,64141
QP745831.1,64141
PZ134350.1,12086
QP745771.1,12086
QP745770.1,12086
QP747342.1,12060
QP744915.1,12060
LC927663.1,12060
QP745323.1,185889
PX761423.1,185889
MZ629155.1,185889
AY436683.1,185942
AY355276.1,185942
EU840866.1,185942
MN580136.1,991902
MN580135.1,991902
MN580134.1,991902
AF230973.1,123738
QP745502.1,12090
MT081378.1,12090
MT081369.1,12090
PP849534.1,1141754
JF416938.1,1141754
JF416929.1,1141754
QP745213.1,1295563
PX754292.1,1295563
PV747891.1,1295563
QP745648.1,325445
QP745647.1,325445
QP744706.1,325445
QP747292.1,2760820
JX678288.1,2760820
JX678287.1,2760820
QP745396.1,2760819
PV604348.1,2760819
PQ119793.1,2760819
QP745382.1,861519
PX952467.1,861519
OZ373524.1,861519
QP745128.1,2749421
QP744653.1,2749421
QP744651.1,2749421
PV642528.1,2650411
PV642527.1,2650411
PV642526.1,2650411
MH084340.1,2760818
JN255681.1,2760818
JX538067.1,2760818
AB426608.1,582384
MW384880.1,2015550
MT081370.1,2015550
MK190417.1,2015550
QS030987.1,46018
PZ027457.1,46018
PZ027456.1,46018
PX499230.1,47505
PX116643.1,47505
OQ348769.1,47505
QP745581.1,40280
PX441820.1,40280
PX116639.1,40280
PX499209.1,42788
PQ612455.1,42788
ON428246.1,42788
OK570263.1,42787
OK570259.1,42787
OK570256.1,42787
PX491386.1,42786
PX491385.1,42786
PX491384.1,42786
PX491379.1,42785
PX491378.1,42785
PX491377.1,42785
QS030990.1,42784
PX468888.1,42784
PD499009.1,42784
PQ654713.1,42783
PQ414859.1,42783
PP756353.1,42783
PX990532.1,12069
PX990531.1,12069
PX990530.1,12069
PQ009095.1,42782
PQ009094.1,42782
PQ889402.1,42782
PX491370.1,42778
PX491369.1,42778
PX468893.1,42778
EF628460.1,42776
EF628459.1,42776
EF628458.1,42776
PQ889393.1,42775
PQ889392.1,42775
JX518473.1,42775
PX468892.1,12067
PX468891.1,12067
PX468890.1,12067
PZ117058.1,31704
PZ117054.1,31704
LC927681.1,31704
QP747329.1,42773
PQ889346.1,42773
PQ889345.1,42773
PX499239.1,42772
PQ009093.1,42772
PQ009092.1,42772
QS030991.1,42771
PQ726940.1,42771
PQ726939.1,42771
PQ009089.1,42770
PQ009088.1,42770
PQ009087.1,42770
QS030951.1,42769
LC927683.1,42769
LC927682.1,42769
PX499238.1,42779
PX499237.1,42779
PQ114714.1,42779
QQ206770.1,434309
QQ206769.1,434309
QQ206768.1,434309
QP747821.1,511755
EU604750.1,511755
EU604749.1,511755
QP747389.1,2779847
EF165067.2,2779847
QS253437.1,12111
PX068220.1,12111
PX068219.1,12111
MW285085.1,12116
MW285084.1,12116
MT219954.1,12116
EF628442.1,42774
AF081305.1,42774
AF073752.1,42774
QP747334.1,12062
QP744888.1,12062
PX491468.1,12062
PX491452.1,82639
PX468894.1,82639
PQ256939.1,82639
QS030988.1,12074
QP747654.1,12074
QP744866.1,12074
PX116623.1,35295
PX116612.1,35295
PX116611.1,35295
PV548879.1,47515
PV548878.1,47515
PV548877.1,47515
PX116598.1,47514
PQ612495.1,47514
AF081345.1,47514
PX116687.1,47513
OQ791570.1,47513
MT641386.1,47513
QP747572.1,41846
QP745210.1,41846
PX499236.1,41846
QP745666.1,47516
PZ027455.1,47516
PZ027454.1,47516
PX424291.1,47512
PX230757.1,47512
OR060975.1,47512
PX116633.1,45999
MW731985.1,45999
MN812194.1,45999
OM827239.1,47511
AF081337.1,47511
AF117697.1,47511
QP747347.1,45101
LC923371.1,45101
LC923370.1,45101
QS030992.1,47510
PX424290.1,47510
PH253005.1,47510
LC923367.1,12073
LC923366.1,12073
LC923365.1,12073
PX116705.1,47509
PX116701.1,47509
PX116642.1,47509
QP747346.1,35294
PQ889354.1,35294
PP473058.1,35294
QP745131.1,47507
PX715233.1,47507
PX715232.1,47507
LC939236.1,47506
LC939235.1,47506
LC939234.1,47506
PX761394.1,147684
PQ539484.1,147684
PQ539483.1,147684
OR508976.1,47504
OR500171.1,47504
OR500170.1,47504
PQ889358.1,47503
PP711777.1,47503
PP711776.1,47503
QS030946.1,47502
PX499229.1,47502
KX832427.1,47502
PX424287.1,47501
PX441821.1,47501
PX116646.1,47501
PX424286.1,35293
PQ889356.1,35293
PQ187414.1,35293
LC927323.1,12078
PX434484.1,12078
PX434483.1,12078
PX424280.1,74561
PP764558.1,74561
PQ213038.1,74561
PX499233.1,47508
PX424289.1,47508
PQ786029.1,47508
OL638417.1,185893
OK161372.1,185893
PV178387.1,185893
QP747586.1,12080
QP745799.1,12080
QP745747.1,12080
PX620949.1,147674
PX620926.1,147674
PP194091.1,147674
PV539241.1,2777131
ON311160.1,2777131
ON311159.1,2777131
PX725941.1,2032983
PX731733.1,2032983
PP194083.1,2032983
PX620922.1,2094116
PX620921.1,2094116
MZ629123.1,2094116
PX620980.1,1219378
PX620979.1,1219378
PP194104.1,1219378
OK181487.1,1219380
MZ363454.1,1219380
MZ363442.1,1219380
OK649391.1,1220265
OL133756.1,1220265
MZ363422.1,1220265
QP747337.1,12075
QP745633.1,12075
QP745630.1,12075
PX830474.1,208726
LC918893.1,208726
LC918892.1,208726
QS044020.1,1313215
QS044019.1,1313215
QS044017.1,1313215
QS044001.1,1224522
PL092633.1,1224522
PL092446.1,1224522
QP745391.1,1906354
QP745060.1,1906354
QP744592.1,1906354
QP744612.1,1906355
KT879915.1,1906355
QP744601.1,1906356
KT879920.1,1906356
JF519762.1,2777134
QP744682.1,39085
QP744654.1,39085
QP744605.1,39085
QP744693.1,411152
QP744634.1,411152
QP744591.1,411152
MT702433.1,533185
MT702432.1,533185
EU556224.1,533185
QP745173.1,602074
QP744683.1,602074
QP744659.1,602074
QP745393.1,12063
QP745374.1,12063
QP745319.1,12063
PQ539485.1,185894
PX691032.1,185894
PX731691.1,185894
QP744647.1,147680
PV178233.1,147680
MW678121.1,147680
ON311275.1,167329
ON311181.1,167329
DQ473487.1,167329
OM001380.1,44130
OK017965.1,44130
MZ460671.1,44130
PX761422.1,185900
PP194018.1,185900
OM001423.1,185900
AY436703.1,185899
AY355207.1,185899
EU840806.1,185899
AY436687.1,150904
AY016386.1,150904
AY355198.1,150904
PQ541386.1,185944
MH648059.1,185944
MH648056.1,185944
MH648018.1,185943
AY355277.1,185943
EU840867.1,185943
QP744692.1,362784
QP744689.1,362784
QP744688.1,362784
OK649392.1,185941
PV539286.1,185941
PV178629.1,185941
MW678153.1,2035045
MW678149.1,2035045
MF160314.1,2035045
PX620991.1,1219407
PX620990.1,1219407
PX620989.1,1219407
PX731716.1,147679
PX731714.1,147679
PP194094.1,147679
AY355186.1,147714
EU840835.1,147714
FJ445112.1,147714
